Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2017,New Delhi,3,34,Female,0,2,1
Bachelors,2017,Bangalore,3,34,Male,1,0,0
Bachelors,2016,Bangalore,3,35,Male,0,4,0
Masters,2015,New Delhi,3,38,Male,0,1,0
Bachelors,2016,Bangalore,3,32,Male,1,5,0
Bachelors,2015,Pune,3,37,Female,0,2,1
Bachelors,2017,Bangalore,2,32,Female,0,2,1
Masters,2017,New Delhi,2,36,Male,0,3,0
Bachelors,2012,Bangalore,3,41,Male,0,3,0
Bachelors,2017,Pune,3,37,Female,0,5,0
Bachelors,2018,Bangalore,3,34,Female,0,3,1
Bachelors,2016,Pune,3,31,Male,0,0,1
Bachelors,2017,Bangalore,3,41,Male,0,1,0
Bachelors,2015,New Delhi,3,35,Female,0,3,0
Bachelors,2015,Bangalore,3,37,Female,0,5,0
Bachelors,2016,Bangalore,3,34,Male,0,4,0
Masters,2017,Bangalore,2,40,Female,1,2,0
Bachelors,2015,Bangalore,3,39,Male,0,5,1
Bachelors,2013,Pune,3,37,Male,0,2,0
Bachelors,2015,Pune,2,36,Female,1,1,1
Bachelors,2014,Bangalore,3,35,Female,0,2,0
Masters,2013,Bangalore,3,37,Female,0,3,1
Bachelors,2013,New Delhi,3,41,Female,0,1,0
Masters,2017,New Delhi,2,40,Male,0,2,0
Bachelors,2016,Bangalore,3,37,Male,0,2,0
Masters,2013,New Delhi,3,40,Female,0,2,1
Bachelors,2015,Bangalore,3,39,Male,0,5,0
Masters,2015,Pune,2,33,Female,0,4,0
Bachelors,2012,Bangalore,3,36,Male,0,1,1
Bachelors,2012,Bangalore,3,36,Male,0,5,0
Bachelors,2015,Bangalore,3,38,Male,0,3,0
Bachelors,2017,New Delhi,2,37,Female,0,5,0
Masters,2017,New Delhi,3,34,Female,0,2,0
Bachelors,2013,Bangalore,3,31,Male,0,2,1
Bachelors,2013,Bangalore,3,38,Male,0,5,0
Bachelors,2017,Bangalore,3,36,Male,0,3,0
Bachelors,2012,Bangalore,3,40,Male,0,1,0
Bachelors,2017,Bangalore,3,41,Male,0,5,1
Bachelors,2015,Bangalore,3,31,Female,0,4,0
Bachelors,2017,New Delhi,3,41,Male,0,2,0
Bachelors,2015,New Delhi,3,31,Female,0,3,0
Bachelors,2017,Pune,3,31,Female,0,0,1
Bachelors,2017,New Delhi,2,37,Male,0,0,0
Bachelors,2012,Pune,3,39,Male,0,0,0
Bachelors,2014,Bangalore,3,38,Male,0,3,0
Bachelors,2013,Pune,3,40,Female,0,2,1
Bachelors,2013,Pune,3,36,Male,0,1,0
Bachelors,2016,Bangalore,3,41,Male,0,3,0
Bachelors,2018,Bangalore,3,32,Female,0,2,1
Masters,2018,Bangalore,3,40,Female,0,3,1
Bachelors,2012,Bangalore,3,39,Female,0,2,0
Bachelors,2014,New Delhi,3,33,Male,0,3,0
Bachelors,2012,Bangalore,3,32,Male,0,4,0
Bachelors,2018,Bangalore,3,41,Male,0,5,1
Bachelors,2016,Bangalore,3,36,Male,0,2,0
Bachelors,2016,Bangalore,3,31,Male,0,0,0
Bachelors,2014,Bangalore,3,37,Male,0,4,0
Bachelors,2014,Bangalore,3,33,Male,0,5,1
Masters,2018,Pune,3,31,Male,0,2,1
Bachelors,2017,New Delhi,3,35,Female,0,5,0
Bachelors,2015,Pune,1,32,Female,0,5,1
Masters,2017,New Delhi,3,41,Female,0,2,0
Masters,2017,New Delhi,2,36,Female,0,1,0
Masters,2017,Pune,3,35,Male,0,1,0
Masters,2017,New Delhi,3,35,Male,0,1,1
Bachelors,2015,New Delhi,3,33,Male,0,1,0
Bachelors,2014,Bangalore,3,38,Female,0,4,0
Bachelors,2015,New Delhi,2,33,Female,0,3,1
Masters,2018,New Delhi,3,31,Female,1,2,1
PHD,2015,Bangalore,3,31,Male,0,3,0
Bachelors,2013,Bangalore,3,37,Male,0,5,0
Bachelors,2014,Bangalore,3,32,Male,0,1,0
Bachelors,2017,Bangalore,3,33,Male,0,3,0
Bachelors,2014,Bangalore,3,37,Male,0,5,0
Bachelors,2012,Bangalore,3,32,Male,0,3,0
Bachelors,2015,Pune,3,40,Female,1,2,1
Bachelors,2014,Pune,1,40,Female,0,1,1
Masters,2013,New Delhi,2,32,Male,0,2,1
Masters,2017,Bangalore,2,39,Female,0,2,1
PHD,2016,New Delhi,3,41,Male,0,1,0
PHD,2014,New Delhi,3,32,Female,0,0,0
Bachelors,2017,Bangalore,3,38,Male,0,0,1
Masters,2017,New Delhi,2,31,Female,1,2,0
Bachelors,2018,Bangalore,3,38,Male,1,3,1
Bachelors,2016,Bangalore,3,32,Male,0,4,0
Bachelors,2017,Pune,2,35,Female,0,5,1
Bachelors,2013,Bangalore,3,34,Male,0,5,0
Bachelors,2018,Bangalore,3,38,Male,1,1,1
Bachelors,2014,Pune,1,36,Female,0,1,1
Bachelors,2015,Bangalore,3,34,Female,1,2,0
Masters,2015,New Delhi,3,39,Female,0,2,0
Masters,2017,New Delhi,1,40,Female,0,0,0
Bachelors,2016,Bangalore,3,38,Male,1,1,0
Bachelors,2015,Pune,3,35,Male,0,3,0
Bachelors,2014,Pune,2,31,Male,0,3,1
Bachelors,2017,Pune,3,41,Male,0,2,0
Bachelors,2017,Bangalore,3,35,Female,0,3,0
Bachelors,2018,Bangalore,3,33,Male,0,5,1
Bachelors,2017,New Delhi,2,33,Male,0,5,0
Bachelors,2016,New Delhi,3,31,Female,1,4,0
Masters,2013,New Delhi,3,35,Male,0,4,0
Bachelors,2016,Bangalore,3,37,Female,0,1,0
Bachelors,2015,Bangalore,3,31,Male,0,5,0
Bachelors,2012,Bangalore,3,35,Male,0,1,1
Bachelors,2014,Bangalore,3,32,Male,0,3,0
Bachelors,2015,Bangalore,3,32,Female,0,0,0
Bachelors,2017,Bangalore,3,40,Female,0,5,0
Bachelors,2012,Bangalore,3,34,Male,0,5,0
Bachelors,2014,Pune,3,37,Male,0,4,0
PHD,2015,Bangalore,3,40,Male,0,3,0
Masters,2017,New Delhi,2,34,Female,0,2,1
Bachelors,2015,Pune,2,32,Female,0,3,1
Bachelors,2013,Bangalore,3,33,Male,0,1,0
Bachelors,2015,Bangalore,3,38,Male,0,3,1
Masters,2017,New Delhi,2,41,Male,0,3,1
Masters,2017,New Delhi,1,36,Female,0,0,0
Bachelors,2016,Bangalore,3,33,Male,0,1,0
Bachelors,2014,Pune,3,31,Male,0,5,0
Bachelors,2013,Pune,2,34,Female,0,3,1
Bachelors,2017,Bangalore,3,31,Male,0,1,0
Bachelors,2016,New Delhi,2,36,Female,0,4,1
Bachelors,2013,Bangalore,3,38,Male,0,5,0
Bachelors,2015,Pune,2,39,Female,1,1,1
Bachelors,2014,Pune,3,31,Male,0,3,0
Bachelors,2015,New Delhi,3,40,Male,0,3,1
Bachelors,2013,Bangalore,3,39,Male,0,0,0
Bachelors,2015,Bangalore,3,32,Female,0,4,0
Bachelors,2014,Bangalore,3,34,Male,0,1,0
Masters,2015,New Delhi,3,38,Male,0,1,0
Bachelors,2014,Bangalore,1,39,Male,0,2,0
Bachelors,2014,Bangalore,3,39,Male,0,5,0
Bachelors,2016,Bangalore,3,33,Male,0,1,0
Bachelors,2018,Pune,2,34,Female,0,4,1
Bachelors,2017,Pune,3,38,Male,1,1,0
Masters,2017,New Delhi,2,33,Male,0,2,0
Bachelors,2014,Bangalore,3,41,Male,0,5,0
Masters,2017,Pune,1,39,Male,0,0,0
Masters,2013,Pune,3,39,Male,0,2,0
Bachelors,2014,Bangalore,3,41,Male,0,5,0
Bachelors,2012,Bangalore,3,40,Male,0,4,0
Bachelors,2014,Bangalore,3,36,Male,0,0,0
Bachelors,2015,Bangalore,3,34,Male,0,0,0
Bachelors,2013,Bangalore,3,32,Male,0,5,1
Bachelors,2015,Bangalore,3,31,Male,0,4,0
Bachelors,2012,Bangalore,3,36,Male,1,0,0
Masters,2017,Pune,2,35,Male,0,1,1
Bachelors,2017,Bangalore,3,32,Male,0,2,0
Bachelors,2017,Pune,3,33,Male,1,5,0
Bachelors,2016,Bangalore,3,34,Male,0,2,0
Bachelors,2017,Bangalore,3,39,Male,0,3,0
Bachelors,2018,Bangalore,3,38,Male,0,0,1
Bachelors,2012,Pune,2,35,Female,0,1,1
Bachelors,2015,Pune,2,40,Female,1,5,1
Bachelors,2017,Pune,3,41,Male,0,3,0
Bachelors,2016,Bangalore,1,33,Female,1,3,0
Masters,2017,New Delhi,1,40,Male,0,0,0
Bachelors,2018,Bangalore,3,33,Female,0,3,1
Bachelors,2015,Bangalore,3,38,Male,0,1,1
Masters,2017,Bangalore,2,32,Male,0,2,0
Bachelors,2014,Pune,3,32,Male,1,2,0
Bachelors,2015,New Delhi,3,32,Female,0,2,0
Bachelors,2016,Pune,2,37,Female,0,2,1
Bachelors,2015,Bangalore,3,40,Male,0,5,0
Bachelors,2016,Bangalore,3,38,Male,0,1,0
PHD,2018,New Delhi,3,33,Female,0,4,1
Masters,2017,New Delhi,2,40,Male,0,4,0
Masters,2017,New Delhi,2,35,Male,0,2,0
Bachelors,2016,Bangalore,3,33,Male,0,3,0
Bachelors,2017,Bangalore,3,37,Male,0,4,0
Bachelors,2013,Bangalore,3,38,Male,0,0,0
Bachelors,2018,Bangalore,3,32,Male,0,2,1
Bachelors,2017,Bangalore,3,40,Female,0,2,0
Bachelors,2015,New Delhi,3,33,Female,0,2,0
Bachelors,2016,Bangalore,3,38,Male,0,2,1
Bachelors,2013,Bangalore,3,34,Male,0,5,0
Bachelors,2017,New Delhi,3,38,Female,0,4,0
Bachelors,2018,Pune,2,31,Female,0,3,1
Bachelors,2014,Pune,3,32,Female,0,4,0
Bachelors,2013,Bangalore,3,35,Male,1,1,0
Bachelors,2014,Bangalore,3,35,Male,0,0,1
Bachelors,2012,Bangalore,3,33,Female,0,4,0
Bachelors,2012,New Delhi,3,41,Female,0,0,0
Bachelors,2015,Pune,1,31,Female,0,3,1
Bachelors,2016,Bangalore,3,34,Male,0,3,0
Masters,2017,New Delhi,2,40,Female,0,2,0
Masters,2016,Bangalore,3,32,Male,0,1,1
Bachelors,2012,Bangalore,3,36,Male,0,5,0
Bachelors,2014,Pune,2,40,Female,0,3,1
Bachelors,2012,Pune,3,31,Male,0,3,0
Bachelors,2014,Bangalore,1,34,Female,0,5,0
Masters,2013,New Delhi,3,41,Female,1,2,1
Masters,2017,New Delhi,2,32,Male,0,2,0
Bachelors,2016,Bangalore,3,41,Male,0,2,0
Masters,2014,New Delhi,3,33,Male,0,3,0
Bachelors,2013,Bangalore,3,33,Female,0,0,1
Bachelors,2013,Pune,3,39,Female,0,2,0
Masters,2018,Pune,3,40,Male,0,2,1
Bachelors,2017,New Delhi,3,34,Male,0,3,0
Bachelors,2016,Pune,3,41,Male,1,5,0
Bachelors,2015,Pune,3,37,Male,0,5,1
Masters,2017,Bangalore,3,32,Female,0,4,1
Bachelors,2017,Bangalore,3,41,Male,0,3,0
Bachelors,2018,Bangalore,3,34,Female,1,2,1
Masters,2017,Bangalore,3,38,Male,0,5,1
Bachelors,2017,Bangalore,3,40,Female,0,3,0
Masters,2017,Pune,3,35,Male,0,2,0
Bachelors,2015,Pune,3,31,Male,0,1,0
Bachelors,2016,Pune,3,39,Male,0,4,0
Bachelors,2018,Bangalore,3,39,Male,0,1,1
Bachelors,2018,Bangalore,3,32,Male,0,3,1
Bachelors,2015,Bangalore,3,38,Male,0,5,0
Bachelors,2015,Bangalore,3,35,Male,0,3,0
Bachelors,2013,Bangalore,1,38,Male,0,4,0
Bachelors,2012,New Delhi,3,32,Male,0,1,1
Bachelors,2014,Pune,2,37,Female,0,5,1
Bachelors,2015,Pune,3,35,Male,0,0,0
Bachelors,2017,Pune,3,41,Female,0,4,1
Masters,2015,Bangalore,3,36,Male,0,0,0
Bachelors,2017,Bangalore,3,35,Male,0,2,0
Masters,2017,New Delhi,2,36,Male,0,2,1
Masters,2017,Bangalore,1,34,Male,0,1,0
Bachelors,2015,Bangalore,3,36,Male,0,3,0
Bachelors,2017,Pune,2,33,Male,0,3,0
Masters,2018,New Delhi,3,38,Male,0,2,1
PHD,2013,New Delhi,3,35,Female,1,3,1
Bachelors,2015,New Delhi,2,37,Female,0,3,1
Bachelors,2017,Bangalore,3,31,Male,0,0,0
Bachelors,2017,Pune,2,40,Female,0,2,1
Bachelors,2015,Pune,3,32,Female,0,3,1
Bachelors,2015,Bangalore,3,35,Male,1,2,0
Bachelors,2012,Bangalore,3,38,Male,1,0,0
Bachelors,2015,Pune,2,36,Female,0,0,1
Masters,2015,Pune,3,36,Male,0,3,0
Masters,2014,New Delhi,3,32,Female,0,5,0
Bachelors,2018,Pune,2,37,Female,0,0,1
Bachelors,2018,Pune,3,35,Female,0,0,1
Bachelors,2015,Pune,1,36,Female,0,4,1
Bachelors,2015,New Delhi,2,34,Female,0,5,1
Masters,2017,New Delhi,2,35,Female,0,0,0
Masters,2017,New Delhi,2,38,Female,0,5,0
Bachelors,2015,Pune,2,39,Female,0,5,1
Bachelors,2012,Pune,2,32,Female,0,5,1
Bachelors,2015,Bangalore,3,39,Male,0,2,0
Bachelors,2015,Bangalore,3,39,Male,0,2,1
Masters,2017,Pune,2,37,Male,0,2,0
Bachelors,2015,Bangalore,3,32,Female,0,5,0
Bachelors,2017,New Delhi,2,38,Male,0,0,0
Bachelors,2012,Pune,2,36,Female,0,5,1
Masters,2016,Bangalore,1,37,Male,0,2,1
Bachelors,2017,Pune,3,32,Male,0,4,0
Masters,2017,New Delhi,3,37,Male,0,2,0
Bachelors,2016,New Delhi,3,33,Male,0,2,0
Bachelors,2016,Bangalore,3,39,Male,0,4,0
Bachelors,2012,Bangalore,3,35,Male,0,1,1
Masters,2015,Pune,3,39,Male,0,5,0
Bachelors,2015,Bangalore,3,34,Male,0,0,0
Masters,2017,New Delhi,2,33,Male,0,4,0
Bachelors,2012,Bangalore,3,33,Male,0,1,0
Bachelors,2015,New Delhi,3,31,Male,0,0,0
PHD,2016,Pune,3,31,Female,0,4,0
Bachelors,2015,Bangalore,3,37,Female,0,4,0
Bachelors,2012,Bangalore,3,33,Male,0,0,0
Bachelors,2017,Pune,3,31,Male,0,0,0
Bachelors,2017,Bangalore,3,41,Female,0,2,0
Masters,2017,Pune,2,39,Male,0,2,0
Masters,2013,New Delhi,3,32,Male,0,2,0
Bachelors,2016,Pune,3,37,Male,0,3,0
Bachelors,2014,Bangalore,3,37,Male,0,1,0
Bachelors,2017,Pune,2,34,Female,0,3,1
Bachelors,2017,New Delhi,2,31,Male,0,2,0
Bachelors,2014,Pune,2,34,Female,1,1,1
Bachelors,2012,Bangalore,3,38,Female,0,5,0
Bachelors,2013,Bangalore,3,37,Female,0,1,0
Bachelors,2015,Pune,1,34,Female,0,3,1
Bachelors,2015,Bangalore,3,33,Male,0,2,0
Bachelors,2016,Bangalore,3,37,Male,0,4,0
Bachelors,2016,Bangalore,3,41,Male,0,4,0
Bachelors,2012,Bangalore,1,38,Female,0,1,0
Bachelors,2016,Pune,3,40,Male,0,5,0
Bachelors,2017,New Delhi,3,33,Female,0,1,1
Bachelors,2016,New Delhi,3,33,Male,0,1,0
Masters,2013,New Delhi,3,37,Male,1,2,0
Bachelors,2017,New Delhi,2,36,Female,0,2,0
Bachelors,2012,Bangalore,3,36,Female,0,5,0
Bachelors,2015,Bangalore,3,41,Male,0,1,0
Masters,2014,New Delhi,3,40,Male,0,5,0
Bachelors,2016,Bangalore,3,36,Female,0,0,0
Masters,2017,Bangalore,2,41,Male,1,2,1
Bachelors,2015,Pune,3,33,Male,0,5,0
Masters,2017,New Delhi,2,37,Female,0,2,0
Bachelors,2017,New Delhi,2,33,Male,0,0,0
Bachelors,2014,Bangalore,3,40,Female,0,4,0
Masters,2018,New Delhi,3,36,Male,0,2,1
Bachelors,2018,Bangalore,3,40,Male,1,3,1
Masters,2018,Bangalore,3,40,Male,0,2,1
Bachelors,2014,Bangalore,3,34,Male,0,3,0
Bachelors,2012,Pune,3,39,Male,0,5,0
Bachelors,2017,Pune,2,33,Male,0,1,1
Bachelors,2016,Bangalore,3,37,Male,0,2,0
Bachelors,2012,New Delhi,3,40,Male,0,3,0
Bachelors,2018,Bangalore,3,38,Male,0,1,1
Bachelors,2016,Bangalore,3,40,Male,1,1,0
Bachelors,2014,New Delhi,3,38,Female,0,0,0
Bachelors,2016,Bangalore,3,34,Male,1,1,0
Masters,2016,New Delhi,3,37,Female,0,3,1
Bachelors,2015,Bangalore,3,40,Male,0,5,0
Bachelors,2015,New Delhi,3,40,Female,0,1,0
Masters,2016,Bangalore,3,37,Male,0,2,1
Bachelors,2016,Pune,2,37,Female,0,3,1
Bachelors,2013,Pune,3,32,Male,0,1,0
Masters,2017,New Delhi,1,35,Male,0,5,0
Bachelors,2016,Bangalore,1,38,Male,0,3,0
Bachelors,2017,Pune,3,34,Female,0,1,0
Bachelors,2014,Bangalore,3,32,Male,0,2,1
Bachelors,2013,Bangalore,3,37,Male,0,5,0
Bachelors,2017,New Delhi,2,37,Male,0,4,0
Bachelors,2014,Bangalore,3,35,Male,0,2,0
Bachelors,2016,Bangalore,3,40,Male,0,0,0
Bachelors,2012,Bangalore,3,40,Male,1,2,0
Bachelors,2015,Bangalore,3,39,Female,0,3,1
Masters,2013,New Delhi,3,41,Female,0,2,0
Bachelors,2015,Bangalore,3,34,Female,0,4,0
Bachelors,2012,New Delhi,3,34,Female,0,4,0
Bachelors,2013,Pune,2,36,Male,0,2,1
Masters,2016,New Delhi,3,39,Female,0,1,0
Bachelors,2014,New Delhi,3,41,Male,0,5,0
Bachelors,2015,Bangalore,3,40,Male,0,0,0
Bachelors,2017,Bangalore,3,34,Female,0,5,0
Bachelors,2013,Bangalore,3,31,Male,0,2,0
Bachelors,2012,Pune,3,40,Male,0,3,0
Bachelors,2013,Pune,3,32,Male,0,5,0
Bachelors,2018,Pune,3,38,Male,0,3,1
Bachelors,2016,Bangalore,3,40,Male,0,3,0
PHD,2013,Bangalore,3,41,Male,0,4,0
Bachelors,2014,Bangalore,3,36,Female,0,0,0
Bachelors,2015,Pune,2,33,Female,1,3,1
Bachelors,2016,New Delhi,3,37,Male,0,3,0
Bachelors,2015,Pune,3,38,Male,0,4,0
Bachelors,2017,Bangalore,3,32,Male,0,4,0
Bachelors,2017,Pune,3,33,Male,0,1,0
Bachelors,2015,Bangalore,3,38,Male,0,5,0
Bachelors,2015,Pune,3,40,Female,0,5,1
Bachelors,2014,Bangalore,3,35,Male,1,0,0
Masters,2016,New Delhi,3,37,Female,0,5,0
Bachelors,2016,Bangalore,3,37,Male,1,2,0
Bachelors,2015,Bangalore,3,36,Male,0,2,0
Bachelors,2017,Bangalore,3,33,Female,0,4,1
Bachelors,2014,Pune,2,36,Female,0,3,1
Bachelors,2016,Pune,3,32,Male,0,3,0
Bachelors,2017,Bangalore,3,35,Female,0,1,1
Bachelors,2014,Pune,2,34,Female,0,2,1
Masters,2017,Pune,2,40,Male,0,5,0
Bachelors,2016,Bangalore,3,37,Female,0,4,0
Bachelors,2015,Bangalore,1,36,Male,0,1,0
Bachelors,2012,Pune,3,41,Female,0,1,0
Bachelors,2016,Pune,3,36,Male,0,0,0
Bachelors,2017,Bangalore,3,31,Female,0,2,0
Bachelors,2017,Pune,3,31,Male,0,3,0
Bachelors,2014,Pune,3,33,Male,0,2,0
Bachelors,2017,Bangalore,3,35,Male,1,0,0
PHD,2016,New Delhi,3,34,Male,0,1,0
Bachelors,2014,Bangalore,3,39,Female,0,4,0
Masters,2015,Bangalore,3,31,Male,0,1,1
Bachelors,2015,Pune,3,32,Female,0,0,1
Bachelors,2017,Bangalore,3,33,Male,0,0,1
Bachelors,2014,Bangalore,3,34,Male,1,1,0
Masters,2014,Pune,3,39,Male,0,2,0
Bachelors,2017,New Delhi,2,41,Female,0,2,1
Bachelors,2017,New Delhi,2,34,Male,0,2,0
Bachelors,2013,Bangalore,3,36,Female,0,5,0
Bachelors,2015,Pune,2,39,Female,0,5,1
Bachelors,2012,Pune,3,37,Male,0,5,0
Bachelors,2016,Bangalore,3,36,Male,0,4,0
Bachelors,2014,New Delhi,3,38,Female,0,1,0
Bachelors,2017,Bangalore,3,38,Female,0,3,0
Masters,2016,New Delhi,3,37,Female,0,2,1
Bachelors,2012,Bangalore,3,34,Male,0,2,0
Bachelors,2015,Bangalore,3,31,Male,0,2,0
Bachelors,2015,Pune,2,32,Female,0,2,1
Masters,2018,New Delhi,3,35,Male,0,2,1
Bachelors,2017,Bangalore,3,31,Male,1,2,0
Bachelors,2015,Bangalore,1,32,Male,1,0,1
Bachelors,2015,Bangalore,3,31,Female,0,5,0
Bachelors,2018,Bangalore,3,37,Male,0,5,1
PHD,2018,New Delhi,3,40,Male,0,3,1
Bachelors,2015,Bangalore,1,41,Male,0,1,0
Bachelors,2017,Pune,3,34,Male,0,5,0
Bachelors,2014,Bangalore,3,36,Male,1,3,0
Bachelors,2013,Pune,3,35,Male,0,1,0
Masters,2017,New Delhi,3,38,Female,0,3,0
Bachelors,2017,Bangalore,3,33,Male,0,1,0
Bachelors,2014,Bangalore,3,38,Female,0,2,0
Bachelors,2018,Bangalore,3,38,Male,0,1,1
Bachelors,2017,Pune,2,40,Male,0,4,0
Bachelors,2013,New Delhi,3,39,Male,0,5,0
Bachelors,2014,New Delhi,3,33,Female,0,4,0
Bachelors,2015,Pune,3,32,Female,0,3,1
Bachelors,2013,Bangalore,3,39,Male,0,2,0
Bachelors,2015,Bangalore,3,38,Female,0,4,0
Bachelors,2013,Bangalore,3,38,Male,0,2,0
Bachelors,2017,Bangalore,3,35,Male,0,0,0
Bachelors,2017,Pune,3,31,Female,0,0,1
Bachelors,2017,Bangalore,3,41,Male,0,5,0
Bachelors,2013,New Delhi,3,38,Female,0,4,1
Bachelors,2016,Bangalore,3,40,Male,1,1,0
Bachelors,2018,Bangalore,3,36,Female,0,2,1
PHD,2013,New Delhi,3,36,Male,0,3,1
Bachelors,2014,Pune,3,41,Male,0,4,0
Bachelors,2014,Bangalore,3,35,Male,1,1,0
Bachelors,2017,Bangalore,3,38,Male,0,5,0
Bachelors,2017,New Delhi,2,41,Female,0,0,0
Bachelors,2012,Bangalore,1,34,Male,0,0,0
Bachelors,2016,Bangalore,3,39,Female,0,3,1
Bachelors,2014,Bangalore,3,37,Male,0,5,0
Bachelors,2015,Pune,2,39,Female,1,0,1
Bachelors,2013,Bangalore,3,31,Male,0,2,1
Masters,2012,New Delhi,3,34,Female,0,3,0
Bachelors,2015,Bangalore,3,39,Male,0,1,0
Bachelors,2014,Pune,2,38,Female,0,3,1
Bachelors,2012,Bangalore,3,34,Male,0,1,0
Bachelors,2016,Bangalore,3,31,Female,0,2,0
Bachelors,2016,Bangalore,3,39,Female,0,0,0
Bachelors,2013,Bangalore,3,31,Female,0,1,0
Bachelors,2012,Bangalore,3,36,Male,0,1,0
Bachelors,2017,New Delhi,3,37,Male,0,0,0
Bachelors,2015,Pune,1,38,Female,0,1,1
PHD,2017,Pune,3,41,Male,0,2,0
Bachelors,2018,Bangalore,3,32,Male,0,4,1
Bachelors,2018,Pune,3,35,Male,0,0,1
Bachelors,2017,Bangalore,3,35,Male,0,1,0
Bachelors,2013,Bangalore,3,32,Male,0,1,0
Bachelors,2015,Bangalore,3,31,Male,0,1,1
Bachelors,2015,Bangalore,3,41,Male,0,4,0
Bachelors,2012,Bangalore,3,33,Male,1,0,0
Bachelors,2012,New Delhi,2,38,Female,0,1,1
Masters,2012,Bangalore,3,39,Female,0,3,1
Bachelors,2015,Bangalore,1,36,Female,0,2,0
Masters,2017,Bangalore,2,31,Male,0,5,0
Masters,2017,New Delhi,2,39,Female,0,2,1
Masters,2017,New Delhi,3,41,Male,0,3,1
PHD,2018,New Delhi,3,33,Female,0,0,1
Bachelors,2015,Bangalore,3,38,Male,0,1,0
Bachelors,2017,Pune,2,31,Male,0,0,0
Bachelors,2014,Bangalore,3,34,Male,0,4,0
Bachelors,2017,Bangalore,3,40,Male,0,2,0
Bachelors,2012,Bangalore,3,36,Male,0,1,0
Bachelors,2015,Bangalore,3,36,Female,0,2,0
Bachelors,2017,New Delhi,2,41,Female,0,4,0
Bachelors,2017,Bangalore,3,37,Male,0,3,0
Bachelors,2017,New Delhi,3,33,Male,0,5,0
Bachelors,2017,New Delhi,3,41,Female,0,4,0
Bachelors,2017,Bangalore,3,37,Female,0,2,0
Bachelors,2017,Pune,3,38,Male,1,5,0
Bachelors,2015,Bangalore,3,34,Male,0,2,1
Bachelors,2017,Pune,3,37,Female,0,0,0
Bachelors,2014,Bangalore,3,34,Male,0,0,1
Bachelors,2012,Pune,3,32,Male,0,1,0
Masters,2012,New Delhi,3,35,Female,0,4,1
Bachelors,2013,Pune,3,36,Male,0,3,0
Bachelors,2015,Bangalore,3,34,Female,0,2,0
Bachelors,2014,Bangalore,3,37,Female,0,3,0
Bachelors,2016,Bangalore,3,40,Female,1,4,0
Bachelors,2014,Pune,3,33,Male,0,4,0
Bachelors,2016,Bangalore,3,39,Female,0,4,0
Bachelors,2012,Bangalore,3,40,Male,0,4,0
Bachelors,2013,Bangalore,1,34,Male,0,4,1
Bachelors,2016,Pune,3,40,Male,0,5,0
PHD,2013,Bangalore,3,32,Male,0,5,0
Bachelors,2012,Bangalore,3,33,Male,0,1,0
Bachelors,2017,New Delhi,1,31,Female,0,4,1
Masters,2016,New Delhi,3,41,Female,0,4,0
Bachelors,2016,Bangalore,3,34,Male,0,4,0
Bachelors,2016,Bangalore,3,39,Male,0,7,0
Bachelors,2014,Bangalore,3,35,Male,0,5,0
Bachelors,2016,Pune,3,38,Female,0,7,0
Bachelors,2016,Bangalore,3,33,Male,0,6,0
Bachelors,2014,Pune,3,33,Male,0,6,0
Bachelors,2012,Bangalore,3,35,Male,0,5,0
PHD,2013,New Delhi,3,40,Male,0,5,0
Bachelors,2012,Bangalore,3,40,Female,0,5,0
Bachelors,2017,Bangalore,3,39,Male,0,5,0
Bachelors,2017,Bangalore,3,33,Female,0,6,0
Bachelors,2014,Bangalore,3,32,Female,0,5,0
Masters,2014,Bangalore,3,40,Female,0,7,1
Bachelors,2017,New Delhi,2,33,Male,0,6,0
Masters,2016,New Delhi,1,31,Female,0,5,1
Bachelors,2013,Bangalore,3,35,Female,0,5,0
Bachelors,2014,Bangalore,3,39,Male,0,7,1
Masters,2018,Bangalore,3,39,Female,0,6,1
Masters,2017,Pune,2,38,Female,0,2,0
Bachelors,2012,Bangalore,3,38,Male,0,7,1
Masters,2017,New Delhi,2,40,Female,1,2,0
Bachelors,2018,Bangalore,3,38,Male,0,6,1
Bachelors,2013,Bangalore,3,34,Male,0,6,0
Bachelors,2012,Bangalore,1,35,Male,0,7,0
Masters,2013,New Delhi,1,41,Male,0,5,0
PHD,2014,New Delhi,2,37,Female,0,5,0
Bachelors,2015,Pune,3,34,Male,1,7,0
Bachelors,2014,Bangalore,3,35,Male,1,5,0
Bachelors,2013,Bangalore,1,38,Male,0,6,0
Bachelors,2016,Bangalore,3,38,Female,0,7,0
Bachelors,2015,Pune,2,41,Female,0,7,0
Bachelors,2018,Bangalore,3,34,Male,0,5,1
Bachelors,2017,Pune,2,22,Male,0,0,0
Bachelors,2018,Bangalore,2,26,Female,0,4,1
Bachelors,2012,Bangalore,3,22,Male,0,0,0
Bachelors,2017,New Delhi,3,25,Female,0,3,0
Bachelors,2016,Bangalore,3,29,Male,0,0,0
Bachelors,2017,New Delhi,3,36,Female,0,0,0
Bachelors,2014,Bangalore,3,37,Female,0,1,0
Bachelors,2013,New Delhi,2,34,Female,0,4,1
Bachelors,2012,Pune,3,34,Female,0,2,1
Bachelors,2012,Bangalore,3,25,Female,0,3,1
Bachelors,2012,Bangalore,3,31,Male,0,0,0
